string_protein_id	preferred_name	protein_size	annotation
6183.Smp_158150.1	Smp_158150	335	Putative reticulocalbin 
6183.Smp_158160.1	Smp_158160	301	Putative rna-binding protein lin-28 
6183.Smp_158170.1	Smp_119560	310	Uncharacterized protein
6183.Smp_158180.1	Smp_158180	199	Uncharacterized protein
6183.Smp_158190.1	Smp_158190	414	Putative organic solute transporter 
6183.Smp_158210.1	Smp_158210	97	Uncharacterized protein
6183.Smp_158230.1	Smp_158230	1143	Uncharacterized protein
6183.Smp_158240.1	Smp_158240	495	Fumarate hydratase 
6183.Smp_158260.1	Smp_158260	23	Uncharacterized protein
6183.Smp_158270.1	Smp_158270	101	Uncharacterized protein
6183.Smp_158280.1	Smp_158280	165	Zinc finger protein, putative 
6183.Smp_158290.1	Smp_158290	331	Uncharacterized protein
6183.Smp_158300.1	Smp_158300	858	Uncharacterized protein
6183.Smp_158310.1	Smp_158310	2797	Putative multiple ankyrin repeats single kh domain protein 
6183.Smp_158320.2	Smp_158320.2	1138	Putative glypican ; Belongs to the glypican family
6183.Smp_158330.1	Smp_158330	682	Uncharacterized protein
6183.Smp_158350.1	Smp_158350	326	Uncharacterized protein
6183.Smp_158360.1	Smp_158360	340	Uncharacterized protein
6183.Smp_158370.1	Smp_158370	1354	Tubulin tyrosine ligase-related 
6183.Smp_158380.1	Smp_158380	407	Putative mitochondrial import inner membrane translocase subunit tim44 
6183.Smp_158400.1	Smp_158400	986	Putative receptor protein tyrosine phosphatase r (Pcptp1) 
6183.Smp_158410.1	Smp_158410	198	Cathepsin B-like peptidase (C01 family) ; Belongs to the peptidase C1 family
6183.Smp_158420.1	Smp_067050	319	Cathepsin B-like peptidase (C01 family) ; Belongs to the peptidase C1 family
6183.Smp_158430.1	Smp_158430	270	Putative ribonuclease t2 ; Belongs to the RNase T2 family
6183.Smp_158440.1	Smp_158440	219	Uncharacterized protein
6183.Smp_158450.2	Smp_158450.2	1289	Kelch-like protein 
6183.Smp_158460.1	Smp_158460	506	Uncharacterized protein
6183.Smp_158470.1	Smp_158470	49	Uncharacterized protein
6183.Smp_158480.1	Smp_158480	1311	Putative amp dependent ligase 
6183.Smp_158490.1	Smp_067180	901	Putative ras guanine nucleotide exchange factor RasGEFB 
6183.Smp_158510.1	Smp_158510	304	Diacylglycerol O-acyltransferase 1 
6183.Smp_158520.1	Smp_158520	263	Putative diacylglycerol O-acyltransferase 
6183.Smp_158530.1	Smp_158530	149	Uncharacterized protein
6183.Smp_158540.1	Smp_158540	144	Uncharacterized protein
6183.Smp_158550.1	Smp_158550	1190	Semaphorin 5-related 
6183.Smp_158560.1	Smp_186030	2062	Belongs to the protein kinase superfamily. AGC Ser/Thr protein kinase family
6183.Smp_158570.1	Smp_158570	343	Uncharacterized protein
6183.Smp_158580.1	Smp_158580	412	Uncharacterized protein
6183.Smp_158590.1	Smp_158590	233	Uncharacterized protein
6183.Smp_158600.1	Smp_158600	772	Oligosaccharyl transferase, putative 
6183.Smp_158610.2	Smp_158610.2	2340	Helicase mot1, putative 
6183.Smp_158620.1	Smp_158620	354	Retinaldehyde binding protein-related 
6183.Smp_158630.1	Smp_158630	696	Cement protein 3B variant 1, putative 
6183.Smp_158640.1	Smp_158640	165	Pol-related 
6183.Smp_158650.1	Smp_158650	130	Uncharacterized protein
6183.Smp_158660.1	Smp_158660	131	Axonemal dynein light chain, putative 
6183.Smp_158670.1	Smp_158670	1198	Uncharacterized protein
6183.Smp_158680.1	Smp_158680	432	Molybdopterin biosynthesis protein, putative 
6183.Smp_158690.1	Smp_158690	458	Uncharacterized protein
6183.Smp_158700.1	Smp_158700	629	Uncharacterized protein
6183.Smp_158710.1	Smp_158710	213	Uncharacterized protein
6183.Smp_158720.1	Smp_158720	668	Protein kinase 
6183.Smp_158730.1	Smp_158730	1928	Uncharacterized protein
6183.Smp_158740.1	Smp_158740	484	Uncharacterized protein
6183.Smp_158750.1	Smp_158750	744	Putative forkhead protein/ forkhead protein domain 
6183.Smp_158760.1	Smp_158760	3232	Putative dynein heavy chain 
6183.Smp_158770.1	Smp_158770	619	Uncharacterized protein
6183.Smp_158780.1	Smp_158780	109	Adapter-related protein complex 1 gamma subunit (Gamma-adaptin) 
6183.Smp_158790.1	Smp_158790	378	Uncharacterized protein
6183.Smp_158800.1	Smp_158800	253	Uncharacterized protein
6183.Smp_158810.1	Smp_158810	274	Uncharacterized protein
6183.Smp_158820.1	Smp_158820	2526	Myotubularin-related protein ; Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily
6183.Smp_158830.1	Smp_158830	1407	Putative transmembrane protein 1/tmem1b 
6183.Smp_158840.1	Smp_158840	595	Uncharacterized protein
6183.Smp_158850.1	Smp_158850	156	Uncharacterized protein
6183.Smp_158860.1	Smp_158860	280	Uncharacterized protein
6183.Smp_158870.1	Smp_158870	1145	Putative cadherin 
6183.Smp_158880.1	Smp_158880	309	Uncharacterized protein
6183.Smp_158890.1	Smp_158890	79	Uncharacterized protein
6183.Smp_158900.1	Smp_158900	1000	Uncharacterized protein
6183.Smp_158910.1	Smp_158910	95	Cyclin-dependent kinases regulatory subunit; Binds to the catalytic subunit of the cyclin dependent kinases and is essential for their biological function
6183.Smp_158920.1	Smp_158920	793	Uracil-DNA glycosylase; Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine
6183.Smp_158930.1	Smp_158930	1399	Uncharacterized protein
6183.Smp_158940.1	Smp_158940	80	Uncharacterized protein
6183.Smp_158950.1	Smp_158950	615	Kinase, putative 
6183.Smp_158960.1	Smp_158960	160	Uncharacterized protein
6183.Smp_158970.1	Smp_158970	592	DEAD box ATP-dependent RNA helicase, putative ; Belongs to the DEAD box helicase family
6183.Smp_158980.1	Smp_158980	154	Neuronal calcium sensor, putative 
6183.Smp_158990.1	Smp_158990	191	Neuronal calcium sensor, putative 
6183.Smp_159000.1	Smp_192720	1479	Uncharacterized protein
6183.Smp_159020.1	Smp_159020	1192	Uncharacterized protein
6183.Smp_159050.1	Smp_159050	1285	Putative plexin 
6183.Smp_159060.1	Smp_117740	287	Macrophage scavenger receptor-related 
6183.Smp_159070.2	Smp_159070.2	323	Uncharacterized protein
6183.Smp_159080.1	Smp_159080	71	Uncharacterized protein
6183.Smp_159090.1	Smp_159090	510	Uncharacterized protein
6183.Smp_159100.1	Smp_159100	501	Uncharacterized protein
6183.Smp_159110.1	Smp_159110	899	Putative bullous pemphigoid antigen 1, isoform 5 (BPA) (Hemidesmosomal plaque protein) (Dystonia musculorum protein) (Dystonin) 
6183.Smp_159120.1	Smp_159130	596	Family C48 unassigned peptidase (C48 family) 
6183.Smp_159130.1	Smp_159130.1	73	Uncharacterized protein
6183.Smp_159140.1	Smp_159140	770	Solute carrier organic anion transporter family member; Putative organic anion transporter 
6183.Smp_159150.2	Smp_159150.2	934	Uncharacterized protein
6183.Smp_159160.1	Smp_114570	605	Putative ef-hand domain (C-terminal) containing protein 
6183.Smp_159170.1	Smp_159170.1	35	Nuclear lim interactor-interacting factor-related 
6183.Smp_159180.1	Smp_159180	847	Putative gamma-tubulin complex component 3 (Gcp-3) 
6183.Smp_159190.1	Smp_159190	234	Thiamin pyrophosphokinase-related 
6183.Smp_159200.1	Smp_159200	1371	Uncharacterized protein
6183.Smp_159210.1	Smp_159210.1	53	Uncharacterized protein
6183.Smp_159220.1	Smp_159220	58	Uncharacterized protein
6183.Smp_159230.1	Smp_159230	419	Putative quinone oxidoreductase 
6183.Smp_159240.1	Smp_159240	58	Uncharacterized protein
6183.Smp_159260.1	Smp_159260	870	Uncharacterized protein
6183.Smp_159270.1	Smp_159270	145	Putative cln3/battenin 
6183.Smp_159280.1	Smp_116210	200	Crisp subfamily glioma pathogenesis-related protein-related 
6183.Smp_159290.1	SmVAL21	234	Venom allergen-like (VAL) 21 protein 
6183.Smp_159300.1	Smp_159300	103	Uncharacterized protein
6183.Smp_159320.1	Smp_159320	337	Uncharacterized protein
6183.Smp_159330.1	Smp_186090	321	Uncharacterized protein
6183.Smp_159340.1	Smp_159340	337	Uncharacterized protein
6183.Smp_159350.1	Smp_159350	3244	Platelet binding protein-related 
6183.Smp_159360.1	Smp_159360	713	Growth arrest-specific 2-related 
6183.Smp_159370.1	Smp_159370	676	Family M13 unassigned peptidase (M13 family) 
6183.Smp_159380.1	Smp_159380	374	Nuclear receptor coactivator 2 (NCoA-2) (Transcriptional intermediary factor 2) (XTIF2), putative 
6183.Smp_159390.1	Smp_159390	56	Uncharacterized protein
6183.Smp_159400.1	Smp_159400	315	Phospholipid transport protein 
6183.Smp_159410.1	Smp_159410	91	Putative nuclear DNA-binding protein 
6183.Smp_159420.1	Smp_159420	914	Low-density lipoprotein receptor (Ldl) 
6183.Smp_159430.1	Smp_159430	472	Uncharacterized protein
6183.Smp_159440.1	Smp_159440	109	Putative schwannomin interacting protein 
6183.Smp_159450.1	Smp_159450	1015	Putative anosmin 
6183.Smp_159470.1	Smp_159470	195	Uncharacterized protein
6183.Smp_159480.1	Smp_159480	123	Uncharacterized protein
6183.Smp_159490.1	Smp_159490.1	526	Putative n-acetylgalactosaminyltransferase 
6183.Smp_159500.1	Smp_159500	281	Uncharacterized protein
6183.Smp_159510.1	Smp_159510	951	Uncharacterized protein
6183.Smp_159520.1	Smp_159520	500	Uncharacterized protein
6183.Smp_159540.1	Smp_159540	4300	Putative inhibitor of apoptosis (Iap) domain family member ; Belongs to the ubiquitin-conjugating enzyme family
6183.Smp_159550.1	Smp_159550	681	Mername-AA248 (C02 family) ; Belongs to the peptidase C2 family
6183.Smp_159560.1	Smp_159560	735	Putative gata binding factor 
6183.Smp_159570.1	Smp_159570	1247	Septate junction protein 
6183.Smp_159590.1	Smp_159590	572	Uncharacterized protein
6183.Smp_159600.1	Smp_159600	1592	Putative collagen alpha chain ; Belongs to the type IV collagen family
6183.Smp_159610.1	Smp_192510	281	Uncharacterized protein
6183.Smp_159620.1	Smp_159620	1151	Uncharacterized protein
6183.Smp_159630.1	Smp_159630	780	Uncharacterized protein
6183.Smp_159640.1	Smp_159640	172	Uncharacterized protein
6183.Smp_159650.1	Smp_159650	168	Uncharacterized protein
6183.Smp_159660.1	Smp_159660	161	Uncharacterized protein
6183.Smp_159670.1	Smp_159670	1117	Putative synaptojanin 
6183.Smp_159690.1	Smp_159690	644	Functions as a component of the nuclear pore complex (NPC). 
6183.Smp_159700.1	Smp_159700	625	Putative potassium channel tetramerization domain-containing 
6183.Smp_159710.1	Smp_159710	342	Carbonic anhydrase-related 
6183.Smp_159720.1	Smp_108470	1098	Putative atpase, class VI, type 11c ; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily
6183.Smp_159730.1	Smp_159730.1	985	Protein kinase
6183.Smp_159740.1	Smp_159740	772	Putative solute carrier family 33 (Acetyl-CoA transporter) 
6183.Smp_159750.1	Smp_159750	1120	Putative vacuolar protein sorting 
6183.Smp_159760.1	Smp_159760	307	Putative solute carrier family 33 (Acetyl-CoA transporter) 
6183.Smp_159770.1	Smp_159770	57	Uncharacterized protein
6183.Smp_159780.1	Smp_159780	2724	Uncharacterized protein
6183.Smp_159790.1	Smp_159790	1735	Putative kif1 ; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
6183.Smp_159800.1	Smp_159800	81	MEG-2 (ESP15) family 
6183.Smp_159810.1	Smp_159810	112	MEG-2 (ESP15) family 
6183.Smp_159820.1	Smp_159820	77	Uncharacterized protein
6183.Smp_159830.1	Smp_159830	69	MEG-2 (ESP15) family 
6183.Smp_159840.1	Smp_187440	3765	Dynein heavy chain, putative 
6183.Smp_159850.1	Smp_159850	104	Uncharacterized protein
6183.Smp_159860.1	Smp_159860	128	Belongs to the G-protein coupled receptor 1 family. 
6183.Smp_159870.1	Smp_159870	343	Uncharacterized protein
6183.Smp_159880.1	Smp_159880	72	Uncharacterized protein
6183.Smp_159890.1	Smp_159890	1693	Metallocarboxypeptidase D peptidase unit 2 (M14 family) 
6183.Smp_159900.1	Smp_111690	6522	Lamin, putative ; Belongs to the intermediate filament family
6183.Smp_159910.1	Smp_159910	383	Uncharacterized protein
6183.Smp_159920.1	Smp_159920	1469	Cadherin, putative 
6183.Smp_159930.1	Smp_159930	236	ADP-ribosylation factor-like 3, arl3 ; Belongs to the small GTPase superfamily. Arf family
6183.Smp_159940.1	Smp_159940	346	Uncharacterized protein
6183.Smp_159950.1	Smp_159950	119	Neuropeptide Y,putative 
6183.Smp_159990.1	Smp_159990	2569	Voltage-dependent L-type calcium channel subunit alpha; Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death. The isoform alpha-1C gives rise to L-type calcium currents. Long-lasting (L-type) calcium channels belong to the 'high-voltage activated' (HVA) group. They are blocked by dihydropyridines (DHP), phenylalkylamines, benzothiazepines, and by omeg [...] 
6183.Smp_160000.1	Smp_160000.1	2019	Uncharacterized protein
6183.Smp_160010.1	Smp_160010	455	Uncharacterized protein
6183.Smp_160030.1	Smp_160030	1154	Strawberry notch-related 
6183.Smp_160040.1	Smp_160040	697	Abnormal long morphology protein 1 (Sp8),putative 
6183.Smp_160050.1	Smp_160050	132	Uncharacterized protein
6183.Smp_160060.1	Smp_160060	3128	Uncharacterized protein
6183.Smp_160070.1	Smp_160070	450	Putative ring finger protein 
6183.Smp_160080.1	Smp_160080.1	1067	Uncharacterized protein
6183.Smp_160090.1	Smp_160090.1	710	Putative rnase h (70) 
6183.Smp_160100.1	Smp_160100	475	Uncharacterized protein
6183.Smp_160110.1	Smp_160110	158	Uncharacterized protein
6183.Smp_160120.1	Smp_160120	252	Uncharacterized protein
6183.Smp_160130.1	Smp_160130	447	Protein phosphatases pp1 regulatory subunit,putative 
6183.Smp_160140.1	Smp_160140	1480	Transcription factor,putative 
6183.Smp_160150.1	Smp_160150	116	Putative tata-binding protein-associated phosphoprotein 
6183.Smp_160160.1	Smp_160160	500	Putative sialin (Solute carrier family 17 member 5) (Sodium/sialic acid cotransporter) (Ast) (Membrane glycoprotein hp59) 
6183.Smp_160170.1	Smp_160170	534	Uncharacterized protein
6183.Smp_160180.1	Smp_160180	247	Uncharacterized protein
6183.Smp_160190.1	Smp_160190	410	DNA primase ; Belongs to the eukaryotic-type primase small subunit family
6183.Smp_160200.1	Smp_160200	199	Putative smad nuclear interacting protein 
6183.Smp_160210.1	Smp_160210	581	Putative ceramide glucosyltransferase 
6183.Smp_160220.1	Smp_160220.1	1292	Uncharacterized protein
6183.Smp_160230.1	Smp_160230	148	Uncharacterized protein
6183.Smp_160240.1	Smp_160240	555	Furin-1 (S08 family) ; Belongs to the peptidase S8 family
6183.Smp_160250.1	Smp_160250	173	Venom allergen-like (VAL) 23 protein 
6183.Smp_160260.1	Smp_160260	127	Uncharacterized protein
6183.Smp_160270.1	Smp_160270	496	Uncharacterized protein
6183.Smp_160280.1	Smp_160280	387	Uncharacterized protein
6183.Smp_160290.1	Smp_160290	302	Putative sodium/potassium-dependent atpase beta subunit 
6183.Smp_160300.1	Smp_160300	153	Uncharacterized protein
6183.Smp_160310.1	Smp_119180	984	Alpha-mannosidase; Putative lysosomal alpha-mannosidase (Mannosidase alpha class 2b member 1) 
6183.Smp_160320.1	Smp_160320	517	Putative dna double-strand break repair rad50 ATPase 
6183.Smp_160330.1	Smp_160330	264	Putative dynein light chain 
6183.Smp_160340.1	Smp_160340	263	Putative translation initiation factor IF-2 
6183.Smp_160350.1	Smp_160350	138	Uncharacterized protein
6183.Smp_160360.1	Smp_160360	626	Transporter ; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family
6183.Smp_160370.1	Smp_160370	357	Uncharacterized protein
6183.Smp_160380.1	Smp_160380	111	Uncharacterized protein
6183.Smp_160390.1	Smp_160390	273	Uncharacterized protein
6183.Smp_160410.2	Smp_160410.2	191	Putative transmembrane protein 106C (Endoplasmic reticulum membrane protein overexpressed in cancer) 
6183.Smp_160420.1	Smp_160420	138	rRNA processing protein ebna1-binding protein-related 
6183.Smp_160430.1	Smp_160430	122	Uncharacterized protein
6183.Smp_160440.1	Smp_160440	746	Putative zinc finger protein 
6183.Smp_160450.1	Smp_160450	1191	Uncharacterized protein
6183.Smp_160460.1	Smp_160460	2520	Myb1-related transcription factor 
6183.Smp_160470.1	Smp_160470	1036	Putative tbc1 domain family member 2 (Prostate antigen recognized and indentified by serex) (Paris-1) 
6183.Smp_160480.1	Smp_160480.1	169	Uncharacterized protein
6183.Smp_160490.1	Smp_160490	1297	Uncharacterized protein
6183.Smp_160500.1	Smp_112850	1771	Nalp (Nacht, leucine rich repeat and pyrin domain containing)-related 
6183.Smp_160530.1	Smp_160530	494	Uncharacterized protein
6183.Smp_160540.1	Smp_160540	146	Uncharacterized protein
6183.Smp_160550.1	Smp_160550	355	Dyp-type peroxidase, putative 
6183.Smp_160560.1	Smp_160560	701	Uncharacterized protein
6183.Smp_160570.1	Smp_160570	948	Uncharacterized protein
6183.Smp_160580.1	Smp_160580	191	Putative twinfilin 
6183.Smp_160590.1	Smp_160590	1185	Uncharacterized protein
6183.Smp_160600.1	Smp_160600	465	Putative nuclear matrix protein 
6183.Smp_160610.1	Smp_160610	734	Uncharacterized protein
6183.Smp_160620.1	Smp_160620.1	934	Subfamily M12B unassigned peptidase (M12 family) 
6183.Smp_160630.1	Smp_160630.1	255	DNA repair protein rad51 homolog 3, r51h3,putative 
6183.Smp_160670.1	Smp_160670	1258	Putative paired box protein pax-6 
6183.Smp_160680.1	Smp_160680	1608	Uncharacterized protein
6183.Smp_160700.1	Smp_160700	1503	Histone-lysine N-methyltransferase
6183.Smp_160710.1	Smp_160710	565	Putative upstream stimulatory factor 
6183.Smp_160720.1	Smp_181970	281	Uncharacterized protein
6183.Smp_160730.1	Smp_160730	564	Putative zinc finger protein 
6183.Smp_160740.1	Smp_160740	578	Putative ctl2 ; Belongs to the CTL (choline transporter-like) family
6183.Smp_160760.1	Smp_160760	1077	Serine/threonine kinase 
6183.Smp_160770.1	Smp_160770.1	170	Actin-related protein 2/3 complex subunit 4; Functions as actin-binding component of the Arp2/3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks. Seems to contact the mother actin filament
6183.Smp_160780.1	Smp_160780	1220	Putative voltage-gated potassium channel ; Belongs to the potassium channel family
6183.Smp_160800.1	Smp_160800	73	Uncharacterized protein
6183.Smp_160810.1	Smp_160810	916	Putative amine oxidase 
6183.Smp_160820.1	Smp_160820	715	Uncharacterized protein
6183.Smp_160830.1	Smp_160830	465	Phospholipase d-related 
6183.Smp_160840.1	Smp_160840	165	Putative calmodulin 
6183.Smp_160850.1	Smp_160850	2412	Putative tpr 
6183.Smp_160860.1	Smp_160860	181	Putative tetratricopeptide repeat protein 8,tpr8 
6183.Smp_160860.2.1	Smp_160860.2.1	181	Tetratricopeptide repeat protein 8, tpr8,putative 
6183.Smp_160870.1	Smp_160870	691	Putative aaa family ATPase ; Belongs to the AAA ATPase family
6183.Smp_160880.1	Smp_160880	291	Phosphatidylcholine-sterol acyltransferase (Lecithin-cholesterol acyltransferase)/ Phospholipase A 
6183.Smp_160890.1	Smp_160890	752	Putative starp antigen 
6183.Smp_160900.1	Smp_160900	785	Putative ccaat-box DNA binding protein subunit B 
6183.Smp_160910.1	Smp_160910	194	Uncharacterized protein
6183.Smp_160930.1	Smp_160930	276	Uncharacterized protein
6183.Smp_160940.1	Smp_160940	720	Uncharacterized protein
6183.Smp_160950.1	Smp_160950	204	Uncharacterized protein
6183.Smp_160960.1	Smp_160960	720	Putative asparagine-rich protein 
6183.Smp_160970.1	Smp_160970	1052	Uncharacterized protein
6183.Smp_160980.1	Smp_004540	418	Uncharacterized protein
6183.Smp_160990.1	Smp_139870	281	Uncharacterized protein
6183.Smp_161000.2	Smp_161000.2	460	Uncharacterized protein
6183.Smp_161010.1	Smp_161010	1677	Putative mixed-lineage leukemia 5, mll5 
6183.Smp_161030.1	Smp_161030	265	Uncharacterized protein
6183.Smp_161040.1	Smp_161040	130	Uncharacterized protein
6183.Smp_161050.1	Smp_161050	95	Uncharacterized protein
6183.Smp_161060.1	Smp_161060	62	Uncharacterized protein
6183.Smp_161070.1	Smp_161070	275	Uncharacterized protein
6183.Smp_161080.1	Smp_161080	1155	Ran binding protein 9-related 
6183.Smp_161090.1	Smp_161090	154	Uncharacterized protein
6183.Smp_161100.1	Smp_161100	657	Uncharacterized protein
6183.Smp_161110.1	Smp_161110.1	1262	Putative fh1/fh2 domains-containing protein (Formin homolog overexpressed in spleen) (Fhos) 
6183.Smp_161120.1	Smp_161120	1050	Actin bundling/missing in metastasis-related 
6183.Smp_161130.1	Smp_161130	547	Uncharacterized protein
6183.Smp_161140.1	Smp_161140	1047	Putative voltage-gated potassium channel 
6183.Smp_161150.1	Smp_161150	178	Uncharacterized protein
6183.Smp_161160.1	Smp_161160	328	Putative lupus la ribonucleoprotein 
6183.Smp_161170.1	Smp_161170	717	Uncharacterized protein
6183.Smp_161180.1	Smp_161180	347	Uncharacterized protein
6183.Smp_161190.1	Smp_161190	147	Uncharacterized protein
6183.Smp_161210.1	Smp_161210	582	Uncharacterized protein
6183.Smp_161220.1	Smp_161220	373	Strictosidine synthase-related 
6183.Smp_161230.1	Smp_161230.1	187	Putative ras GTP exchange factor, son of sevenless 
6183.Smp_161240.1	Smp_161240	119	Uncharacterized protein
6183.Smp_161250.1	Smp_161250	933	Uncharacterized protein
6183.Smp_161260.1	Smp_161260	739	Uncharacterized protein
6183.Smp_161270.1	Smp_161270	570	Homeobox protein, putative 
6183.Smp_161280.1	Smp_161280	490	Uncharacterized protein
6183.Smp_161290.1	Smp_161290	385	Xap-5 protein-related 
6183.Smp_161310.1	Smp_161310	313	Repeat organellar protein , putative 
6183.Smp_161330.1	Smp_161330	358	Uncharacterized protein
6183.Smp_161340.1	Smp_161340	140	Uncharacterized protein
6183.Smp_161350.1	Smp_161350	552	Putative succinate semialdehyde dehydrogenase ; Belongs to the aldehyde dehydrogenase family
6183.Smp_161360.1	Smp_161360	464	Putative syndecan 
6183.Smp_161370.1	Smp_161370	1174	Putative serine/threonine-protein kinase STE20 
6183.Smp_161380.1	Smp_161380	870	Putative DNA polymerase gamma 
6183.Smp_161390.1	Smp_116550	106	Uncharacterized protein
6183.Smp_161400.1	Smp_161400	1846	Jumonji domain containing protein-related including hairless 
6183.Smp_161420.1	Smp_161420	610	Uncharacterized protein
6183.Smp_161430.1	Smp_161430	1053	Putative monocarboxylate transporter 
6183.Smp_161450.1	Smp_161440	1694	Calcium-activated potassium channel 
6183.Smp_161460.1	Smp_161460	241	Uncharacterized protein
6183.Smp_161480.1	Smp_186110	1046	Putative eukaryotic translation initiation factor 3 subunit (Eif-3) 
6183.Smp_161500.1	Smp_161500	564	Rhodopsin-like orphan GPCR, putative 
6183.Smp_161510.1	Smp_161510	583	Uncharacterized protein
6183.Smp_161520.1	Smp_161520	736	Cadherin-related 
6183.Smp_161530.1	Smp_161530	740	Myocyte-specific enhancer factor 2a, putative 
6183.Smp_161540.1	Smp_161540	198	Uncharacterized protein
6183.Smp_161550.1	Smp_161550	399	Adenylyl cyclase-associated protein 
6183.Smp_161560.1	Smp_161560	443	Uncharacterized protein
6183.Smp_161570.1	Smp_192240	207	Uncharacterized protein
6183.Smp_161580.1	Smp_161580	315	Uncharacterized protein
6183.Smp_161590.1	Smp_161590.1	517	annotation not available
6183.Smp_161600.1	Smp_161600	650	Sox transcription factor 
6183.Smp_161620.1	Smp_161620	279	Uncharacterized protein
6183.Smp_161630.1	Smp_161630.1	650	annotation not available
6183.Smp_161640.1	Smp_161640	536	Transient receptor potential cation channel,subfamily m, member, putative 
6183.Smp_161650.1	Smp_161650	270	Uncharacterized protein
6183.Smp_161660.1	Smp_161660	65	Uncharacterized protein
6183.Smp_161670.1	Smp_161670	2758	Beige/beach protein-related 
6183.Smp_161680.1	Smp_161680	1201	Phosphorylase b kinase regulatory subunit; Phosphorylase b kinase catalyzes the phosphorylation of serine in certain substrates, including troponin I
6183.Smp_161690.1	Smp_110800	277	Uncharacterized protein
6183.Smp_161710.1	Smp_161710	495	Uncharacterized protein
6183.Smp_161720.1	Smp_161720	235	Uncharacterized protein
6183.Smp_161730.1	Smp_161730	1232	Uncharacterized protein
6183.Smp_161750.1	Smp_161750	472	Uncharacterized protein
6183.Smp_161760.1	Smp_161760	100	Uncharacterized protein
6183.Smp_161770.1	Smp_161770	120	Uncharacterized protein
6183.Smp_161790.1	Smp_161790.1	409	Uncharacterized protein
6183.Smp_161800.1	Smp_161800	678	Tubulin tyrosine ligase-related 
6183.Smp_161820.1	Smp_161820	182	Uncharacterized protein
6183.Smp_161830.1	Smp_161830	666	Uncharacterized protein
6183.Smp_161840.1	Smp_161840	449	Uncharacterized protein
6183.Smp_161850.1	Smp_161850	774	Putative monocarboxylate transporter 
6183.Smp_161860.1	Smp_161860	1578	Uncharacterized protein
6183.Smp_161870.1	Smp_161870	100	Uncharacterized protein
6183.Smp_161880.1	Smp_161880	56	Uncharacterized protein
6183.Smp_161890.1	Smp_161890.1	477	Innexin; Structural component of the gap junctions
6183.Smp_161900.1	Smp_161900	381	Innexin; Structural component of the gap junctions
6183.Smp_161920.1	Smp_161920.1	375	Putative actin ; Belongs to the actin family
6183.Smp_161930.1	Smp_161930	317	Putative actin ; Belongs to the actin family
6183.Smp_161940.1	Smp_161940	262	Putative cytochrome oxidase biogenesis protein (Oxa1 mitochondrial) 
6183.Smp_161950.1	Smp_161950	108	Mannosyl-oligosaccharidealpha-1,2-mannosidase-r el ated 
6183.Smp_161960.1	Smp_161960	337	Uncharacterized protein
6183.Smp_161970.1	Smp_161970.1	784	Putative tangerin 
6183.Smp_161980.1	Smp_161980	991	Ribonuclease II-related ; Belongs to the RNR ribonuclease family
6183.Smp_161990.1	Smp_161990	152	Uncharacterized protein
6183.Smp_162000.1	Smp_181740	7726	Uncharacterized protein
6183.Smp_162010.1	Smp_162010	794	Serine/threonine kinase 
6183.Smp_162030.1	Smp_162030	474	Folylpolyglutamate synthase 
6183.Smp_162040.1	Smp_162040	290	Putative transmembrane 9 superfamily member ; Belongs to the nonaspanin (TM9SF) (TC 9.A.2) family
6183.Smp_162050.1	Smp_162050	1773	Uncharacterized protein
6183.Smp_162060.1	Smp_162060	658	Uncharacterized protein
6183.Smp_162070.1	Smp_162070.1	121	Uncharacterized protein
6183.Smp_162080.1	Smp_162080	1131	Uncharacterized protein
6183.Smp_162100.1	Smp_162100	962	ADA3-like 
6183.Smp_162110.1	Smp_162110	496	Multidrug and toxin extrusion protein; Multidrug resistance pump, putative ; Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family
6183.Smp_162140.1	Smp_162140	247	Uncharacterized protein
6183.Smp_162150.1	Smp_162150	633	Uncharacterized protein
6183.Smp_162160.1	Smp_162160	263	Annexin 
6183.Smp_162180.1	Smp_162180	96	Putative crp3/crip3 
6183.Smp_162190.1	Smp_162190	146	Crp-related 
6183.Smp_162210.1	Smp_162210	346	Uncharacterized protein
6183.Smp_162220.1	Smp_162220	831	Uncharacterized protein
6183.Smp_162230.1	Smp_162230	407	Microtubule-associated protein 
6183.Smp_162240.1	Smp_162240	277	Uncharacterized protein
6183.Smp_162250.1	Smp_162250	1140	Rpgr-interacting protein 1 related 
6183.Smp_162260.1	Smp_162260	742	Putative phosphatidylinositol-binding clathrin assembly protein 
6183.Smp_162270.1	Smp_162270	184	Putative ATP synthase mitochondrial F1 complex assembly factor 2 
6183.Smp_162280.1	Smp_162280	386	Coproporphyrinogen oxidase 
6183.Smp_162290.1	Smp_162290	434	Uncharacterized protein
